"","Unknown.305","Unknown.356","Unknown.220","Unknown.290","Unknown.193","Unknown.369","Unknown.258","Unknown.138","Unknown.299","Unknown.55","Unknown.198","Unknown.353","Unknown.337","Unknown.116","Unknown.298","Unknown.185","Unknown.234","Unknown.221","Unknown.201","Unknown.359","Unknown.190","Unknown.296","Unknown.254","Unknown.194","Unknown.70","Unknown.303","Unknown.232","Unknown.89","Unknown.145","Unknown.178","Unknown.375","Unknown.144","Unknown.109","Unknown.239","Unknown.226","Unknown.118","Unknown.360","Unknown.180","Unknown.274","Unknown.338","Unknown.80","Unknown.174","Unknown.247","Unknown.197","Unknown.186","Unknown.184","Unknown.204","Unknown.210","Unknown.42","Unknown.383","Unknown.286","Unknown.153","Unknown.294","Unknown.192","Unknown.363","Unknown.151","Unknown.332","Unknown.354","Unknown.315","Unknown.214","Unknown.241","Unknown.41","Unknown.352","Unknown.38","Unknown.208","Unknown.328","Unknown.317","Unknown.43","Unknown.81","Unknown.77","Unknown.122","Unknown.215","Unknown.135","Unknown.22","Unknown.275","Unknown.243","Unknown.50","Unknown.236","Unknown.364","Unknown.170","Unknown.230","Unknown.34","Unknown.106","Unknown.387","Unknown.265","Unknown.283","Unknown.207","Unknown.293","Unknown.200","Unknown.137","Ribitol","Unknown.393","Unknown.367","Unknown.150","Unknown.74","Unknown.394","Unknown.103","Unknown.54","Unknown.266","Unknown.37","Unknown.271","Unknown.129","Unknown.59","Unknown.313","Unknown.390","Unknown.39","Unknown.187","Unknown.121","Unknown.323","Unknown.368","Unknown.228","Unknown.44","Unknown.278","Unknown.288","Unknown.85","Unknown.62","Unknown.58","Unknown.128","Unknown.277","Unknown.350","Unknown.365","Unknown.371","Unknown.132","Unknown.355","Unknown.6","Unknown.14","Unknown.149","Unknown.246","Unknown.78","Unknown.378","Unknown.84","Unknown.75","Unknown.212","Unknown.250","Unknown.314","Unknown.209","Unknown.351","Unknown.195","Unknown.329","Unknown.374","Unknown.219","Unknown.73","Unknown.330","Unknown.181","Unknown.115","Unknown.76","Unknown.141","Unknown.10","Unknown.242","Unknown.127","Unknown.345","Unknown.51","Unknown.142","Unknown.372","Unknown.255","Unknown.334","Unknown.325","Unknown.259","Unknown.301","Unknown.273","Unknown.15","Unknown.61","Unknown.168","Unknown.120","Unknown.335","Unknown.86","Unknown.134","Unknown.114","Unknown.284","Unknown.362","Unknown.69","Unknown.90","Unknown.87","Unknown.2","Unknown.112","Unknown.340","Unknown.57","Unknown.196","Unknown.320","Unknown.269","Unknown.88","Unknown.24","Unknown.64","Unknown.124","Unknown.218","Unknown.327","Unknown.311","Unknown.336","Unknown.35","Unknown.245","Unknown.56","Unknown.159","Unknown.217","Unknown.11","Unknown.249","Unknown.267","Unknown.268","Unknown.333","Unknown.111","Unknown.240","Unknown.16","Unknown.379","Unknown.302","Unknown.49","Unknown.72","Unknown.211","Unknown.131","Unknown.282","Unknown.324","Unknown.4","Unknown.140","Unknown.224","Unknown.312","Unknown.300","Unknown.231","Unknown.91","Unknown.82","Unknown.162","Unknown.19","Unknown.158","Unknown.125","Unknown.291","Unknown.97","Unknown.1","Unknown.316","Unknown.133","Unknown.225","Unknown.83","Unknown.319","Unknown.63","Unknown.36","Unknown.205","Unknown.272","Unknown.347","Unknown.297","Unknown.318","Unknown.17","Unknown.342","Unknown.348","Unknown.126","Unknown.13","Unknown.113","Unknown.199","Unknown.40","Unknown.264","Unknown.18","Unknown.344","Unknown.93","Unknown.148","Unknown.155","Unknown.341","Unknown.260","Unknown.119","Unknown.9","Unknown.176","Unknown.102","Unknown.167","Unknown.7","Unknown.281","Unknown.29","Unknown.253","Unknown.33","Unknown.386","Unknown.343","Unknown.139","Unknown.31","Unknown.373","Unknown.8","Unknown.67","Unknown.108","Unknown.358","Unknown.252","Unknown.100","Unknown.94","Unknown.304","Unknown.370","Unknown.117","Unknown.65","Unknown.130","Unknown.223","Unknown.143","Unknown.229","Unknown.381","Unknown.235","Unknown.326","Unknown.71","Unknown.60","Unknown.46","Unknown.123","Unknown.136","Unknown.101","Unknown.66","Unknown.213","Unknown.349","Unknown.262","Unknown.389","treatment","batID","concentration","data"
"13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0747384155455904,0,0,0,0,0,0,0,0,0,0,0,0.0167591180413783,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0227983134880429,0,0,0,0,0,0,0,0.0406774395468659,0.0163231996993286,0,0,0,0,0,0.0133624077919411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0390589308511366,0,0,0,0,0,0,0,0,0,0,0,0,0.083868962601098,0,0,0,0,0,0,0,0,0,0,0,0,0.433586610522111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0740618789107756,0,0,0,0,0,0,0.0652366904958623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033647716778415,0,0,0,0,0,0,0,1.56464256832383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.054392682234476,0,0,0,0,0,0,0.00443147680890682,0,0,0,0,0,0.0393071021844818,0,0,0,0.274918808050782,0,0,0,0.00380889046394962,0,0,0,0.00316472400304936,0,0.0978312976162561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0608731910521761,0,0,0,0,0,0,0,0,"C",16,"0","23.02.21"
"14",0,0,0,0,0,0,0,0,0,0.00261630868800734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00450817642966279,0,0,0,0,0,0,0,0.00170463891599356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0171442865851183,0,0,0,0.0338137706581005,0.0156782726430075,0,0,0,0,0.0136040709469493,0,0,0,0,0,0,0,0.0791378310820556,0.00777060812387588,0,0,0,0,0,0,0,0.0770416024653313,0,0,0,0.030208697975748,0,0.011462564771078,0,0,0.050719432269336,0,0,0,0,0,0.043537432414371,0,0,0,0,0,0.0349971057849963,0,0,0,0,0,0,0,0,0,0,0,0,0.114828784868034,0.0418119902955261,0,0,0,0,0,0.0113928128556353,0,0,0,0,0,0,0,0,0,0.0264861483831763,0,0,0,0.014657691985478,0,0.113422733098848,0,0,0,0,0,0,0,0,0,0,0,0,0.144617747633311,0,0,0,0,0,0,0,0,0,0,0,0,0.0502629855244217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0565186309935955,0,0,0,0.0790913298050938,0,0,0,0,0.145104787323595,0,0,0,0,0,0,0,0,0,0,0,0,0.0247190998586288,1.05388536157668,0,0,0,0.168125366855304,0,0,0,0,0,0,0,0,0.128984752549451,0,0,0,0.100639776805618,0,0,0.143521296471265,0,0.0412943576598727,0,0,0,0,0,0,0,0.48921301312293,0,0.0201619747163746,0,0.0720855453154577,0,0.0273721200810796,0,0.00720525049344585,0,0,0,0.00850973368400517,0,0.0956751536310412,0,0.00374335279542304,0,0,0.0127511396300451,0.0963053683056548,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0326500150162413,0,0,0.0131353870238872,0.0139246850144226,0,0,0,0,"C",16,"0","26.02.21"
"15",0,0,0,0,0,0,0,0,0,0.02928999031514,0,0,0,0.0162433068118225,0,0,0,0,0,0,0,0,0,0,0.00980050014351765,0,0,0,0,0,0,0,0,0,0,0.00963942997681003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0631849353964081,0,0,0,0.0878204108941253,0.0641265763710065,0,0,0,0,0,0,0,0.0557178876680137,0,0,0,0,0.205360332547944,0,0,0,0,0,0,0,0,0.0754716981132075,0,0,0,0,0,0,0,0,0.197868504793902,0,0,0.0264691973956193,0,0,0.163713369443337,0,0,0,0,0,0.182525538913933,0,0,0,0.00462560478750096,0,0,0,0,0,0,0,0,0.476829643518681,0.14950615473887,0,0,0.0173625379702268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0274521384129633,0.100094783598101,0,1.01225165768047,0,0,0,0.0818236446874723,0,0,0,0,0,0,0,0,0.22532477321114,0,0,0,0,0,0,0.0481475898327555,0,0,0,0,0,32.7691967761187,0.122049886321632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.521834300098501,0,0.81881464747316,0,0,0,0,0,0,0,0,0.354189166585787,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9535064768792,0,0,0,0.477077443775154,0,0,0,0,0,0,0,0,0,0,0,0,0.0829552658587002,0.0612562234001912,0,0.351042103328577,0,0.112555006494432,0,0,0,0,0,0,0.003642663770157,0.505413403102872,0,0,0,0.397620291537002,0,0,0,0.0335562847307547,0,0,0,0.0298723209178521,0,0.282847472747134,0,0,0,0,0,0,0,0,0.018138978773843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"C",17,"0","23.02.21"
"17",0,0,0,0,0,0,0,0,0,0.0133333333333333,0,0,0,0.00616013071895425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0453235294117647,0,0,0,0,0,0,0,0.126679738562091,0,0,0,0,0,0,0,0,0.0735294117647059,0,0,0,0,0,0,0,0,0.0336209150326797,0,0.00705882352941176,0.0387385620915033,0,0,0.0464150326797386,0,0,0,0,0,0.061781045751634,0,0,0,0,0.0483235294117647,0.0114967320261438,0,0,0,0,0,0,0.220908496732026,0.0709901960784314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.274816993464052,0,0.0113790849673203,0,0.0244346405228758,0,0,0,0,0,0,0,0,0.069218954248366,0,0,0,0,0,0,0,0,0,0,0,0,0.267774509803922,0,0,0,0,0,0,0,0,0,0.50237908496732,0,0,0,0,0,0,0.130683006535948,0,0,0.0943986928104575,0,0,0,0,0,0,0.125382352941176,0,0,0,0,0,0,0,0,0.309552287581699,0,0,0,0,0,0,0,0,0,0,0.0340882352941176,0,0,0.694303921568628,0,0,0,0.0858562091503268,0,0,0.223003267973856,0,0,0,0,0,0,0,0,0.0324444444444444,0.0532385620915033,0,0,0.0630424836601307,0,0.0481078431372549,0,0,0,0,0,0,0.00340849673202614,0.313088235294118,0,0,0,0.603441176470588,0,0,0,0.0339346405228758,0,0,0,0.0321078431372549,0,0.212375816993464,0,0,0,0,0,0,0,0,0,0,0.00815686274509804,0,0,0,0,0,0,0,0,0.127490196078431,0,0,0,0,0,0,0,0,"C",18,"0","23.02.21"
"19",0,0,0,0,0,0,0,0,0,0.0115783176704425,0,0,0,0.00800538703560434,0,0,0,0,0,0,0,0,0,0,0.00606162288520497,0,0,0,0.00933119148500969,0,0,0.0108929441838855,0,0,0,0.00666272913980824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0250751193216982,0,0,0,0.0347883222582315,0.0261003706438019,0,0,0,0.0226538408568944,0.0198533598482988,0,0,0.0510996494567418,0,0,0,0,0.0279767210086383,0.0149096822403466,0,0,0,0,0,0,0.0135305085440372,0.0623830318153462,0,0,0,0,0,0,0,0,0.0575489016089339,0,0,0.0260132945041164,0,0,0.0594982835747969,0,0,0,0,0,0.0472430191409928,0,0,0,0,0.0325440049805305,0.0124968304987381,0,0,0,0,0,0,0.132712463603929,0.0689418313690782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0421308070691331,0.0701552795092119,0.260790229450403,0,0,0,0,0.0158169594377151,0,0,0,0,0,0,0,0.07711575286859,0,0,0,0,0,0,0,0,0,0,0,0,0.0690260986010319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.224122747919604,0,0.332762872262084,0,0,0,0,0,0,0,0,0,0.145007052745978,0,0,0,0,0,0,0,0,0,0,0,0.0286986102957086,0.875584291430694,0,0,0,0.130355790016957,0,0,0,0,0,0,0,0,0.0580685495393152,0,0,0.0271228130581739,0.0592482907866675,0,0,0.109693464741902,0,0.0418246361263679,0,0,0,0,0,0,0.00473020062033604,0.120375740845903,0,0,0,0.514971099007902,0,0.0175079218922533,0,0.0142692512774983,0,0,0,0.0156119091732944,0,0.262905336972442,0,0,0,0,0,0.0576612579182056,0,0,0,0,0,0,0.0147551923150981,0,0,0,0,0,0,0.104162725418005,0,0,0,0,0,0,0,0,"C",19,"0","24.02.21"
"20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109649122807018,0,0,0,0,0,0,0,0,0,0,0,0.0129579818475147,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0167888226881291,0,0,0,0,0,0,0,0.0512944426909801,0.068814872944452,0.000991934183685744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101213193855717,0,0,0,0,0,0,0,0,0,0,0,0,0.0754992077094023,0,0,0,0,0,0,0,0,0,0,0,0,5.25340125703645,0,0,0.0159158308386862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13055492119644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0413313390519012,0,0,0,0,0.963733629495257,0,0,0,0,0,0,0.180971883648005,0,0,0,0,0,0,0,0,0,0.0491680679420157,0,0,0,0,0,0,0,0.0331961322286867,0,0,0,0,0.464557338822814,0,0,0,0.264920485478622,0,0,0,0.00754834983445022,0,0,0,0.00630282161737876,0,0.0886064285234669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0900023178045812,0,0,0,0,0,0,0,0,"C",2,"0","15.02.21"
"21",0,0,0,0,0,0,0,0,0,0.0266062931541838,0,0,0,0.0134611796920802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0183966754370993,0,0,0.0192962485531866,0,0,0,0.00974132329312485,0,0,0,0,0,0,0,0,0,0,0,0,0.0561625377881491,0,0,0.0536745292598718,0,0,0,0.0596068492686633,0,0,0,0,0,0.120939906408737,0,0.116020619188332,0,0,0,0.062751303043815,0.0585208781195129,0,0,0,0.0800944243809924,0.041655908258454,0,0,0.157392878266038,0,0,0,0,0.084195181108381,0,0,0,0,0,0,0,0,0.0931098696461825,0,0,0.0529856669637689,0,0,0,0,0,0.146622313659912,0,0.0103572472284639,0,0,0,0.0686593102656853,0,0,0,0,0,0.0857430952090357,0,0,0,0,0,0,0,0,0,0,0,0,0.201544899315076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.160496810729654,0,0.635828003565227,0,0,0,0.0374660046456873,0,0,0,0,0,0,0,0,0.171567233041142,0,0,0,0,0,0,0,0,0,0,0,0,0.207120631782356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.209470867851413,0,0.421194720624197,0,0,0,0,0,0,0,0,0.261937862027528,0,0,0,0,0,0,0,0,0.0446544853120781,0,0,0,0,0.716651811553858,0,0,0,0.253825495458128,0,0,0,0,0,0,0,0,0,0,0,0,0.0524588899138079,0,0,0.355007210362175,0,0.156452783838415,0,0,0,0.0191503718316589,0,0,0.00372796066126242,0.259247246941573,0,0,0,0.48378393842187,0,0,0,0.0733759909284129,0,0,0,0.05967168336712,0,0.248314597089306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0582534374633789,0,0.034710555461276,0,0,0,0,0,0,"C",2,"0","19.02.21"
"22",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0173626052856578,0,0,0,0,0,0,0,0.0414153102674893,0,0,0,0,0.086967018492907,0,0,0,0,0,0,0,0,0.0907441016333938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0460949580089305,0,0,0,0,0,0,0,0,0,0,0,0,0.0595607085482877,0,0,0,0,0,0,0,0,0,0,0,0,0.770524960659305,0,0,0,0,0,0,0.0899484759662018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120169418647447,0,0,0,0,0,0,0,0,0.0649119327937566,0,0,0,0,0,0,0.568333379816123,0,0,0.975544006911164,0,0,0,0.726996537060671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0262642021320372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.187331346607563,0,0,0,0,0,0,0,0,0,0.0916894418078532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00929085456527441,0,0,0,0,0,0,0,0,"C",20,"0","24.02.21"
"23",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011918018404609,0,0,0,0,0,0.00837012032090064,0,0,0,0,0,0,0,0.0105622946906603,0,0,0,0,0,0,0,0,0.0698324022346369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0277740914068786,0,0,0,0,0,0,0,0,0,0,0,0,0.0212087958231808,0,0,0,0,0,0,0,0,0,0,0,0,0.275826620957165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0461788127161158,0,0.033508550097556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0470601734742523,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168317449752893,0,0,0,0,0,0,0,0,0,0,0,0,0.00354509120231305,0,0,0,0.0190755659627233,0,0,0,0,0.0175738844162169,0,0,0,0,0,0,0,0,0,0,0,0.152918898418064,0,0,0,0,0,0,0,0,0,0.0225757470627109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"C",20,"0","25.02.21"
"24",0,0,0,0,0.00766403610509586,0,0,0,0,0,0.00887899376671764,0,0,0,0,0.0280673043174412,0,0,0.00266161874037438,0,0.0194675428739324,0,0,0.0158033612709729,0,0,0,0,0,0.0354446817077534,0,0,0,0,0,0,0,0.0298125063374969,0,0,0,0.0200185811287756,0,0.00925179862376785,0.0237599972041121,0.0322617302788347,0.00365526993306994,0.00227841693511958,0,0,0,0,0,0.0183387313545772,0,0,0,0,0,0,0,0,0,0,0.00190561207806938,0,0,0,0,0,0,0,0,0.0320255710267591,0,0,0,0,0,0.0618365920859411,0,0,0,0,0,0,0.00306561444203834,0,0.00725409929017213,0,0.0798084596967279,0,0,0.0800698686801575,0,0,0,0,0,0,0,0,0.0104949765733735,0,0,0.0136808985589221,0.020107697827672,0,0,0,0,0,0,0,0,0,0.0311745065522979,0,0,0,0,0,0,0,0.027845997848515,0.0223727472579572,0,0,0.00392707586470416,0,0,0,0,0,0,0.0026081487210365,0,0.0160855641508117,0,0,0,0,0,0.0228242718656992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0214355366412293,0,0.0833716423742715,0,0,0,0,0,0,0,0,0,0,0.535821578506561,0,0,0,0.014364126583795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.063124328384995,0,0,0,0,0,0,0,0,0,0.008794332902766,0,0,0,0,0,0.126199642585597,0,0,0,0,0,0,0,0.273481325573467,0,0,0,0,0,0.36664392259983,0,0,0,0,0,0,0,0.00408748592271779,0,0,0,0,0.0307779372422086,0,0,0,0.0777171878292909,0,0.00724073178533766,0,0,0.0404901721436082,0,0,0,0,0,0,0.00137685299795036,0.0246511641930767,0.03880735181278,0,0.13810117772322,0.548687059270581,0,0,0,0.0179733528891017,0,0,0,0.0179109711998742,0,0.0316572220046537,0.00276113238747543,0,0,0,0,0,0,0,0.00470536170173327,0,0.00420036707465331,0,0,0,0,0,0,0,0,0.413696054338848,0,0,0,0.0544904055402426,0,0,0,0,"C",21,"0","06.03.21"
"25",0,0,0,0,0,0,0,0,0,0.00950199241534641,0,0,0,0.0055864631258783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0221571986832733,0,0,0,0,0,0,0,0.123941709819624,0,0,0,0,0,0,0,0,0.0975609756097561,0,0,0,0,0,0,0,0,0.0470325524091863,0,0,0,0,0,0.051075134271469,0,0,0,0,0,0.0428051668046278,0,0,0,0,0,0,0,0,0,0,0,0,0.138406452730668,0.0787071438196623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15473848345429,0,0,0,0.0100987544997786,0,0,0,0,0,0,0,0,0.0799661193139161,0,0,0,0,0,0,0,0,0,0,0,0,0.270787533447552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.086411149825784,0,0,0,0,0,0,0.155916607311298,0,0,0,0,0,0,0,0,0.202198394517489,0,0,0,0,0,0,0,0,0,0,0,0,0,0.61600862417464,0,0,0,0.0802202244595453,0,0,0,0,0,0,0,0,0,0,0,0,0.0456927252776869,0,0,0.0749186671030088,0,0.051025083257936,0,0,0,0,0,0,0.0160933258898493,0.201074171751978,0,0,0,0.884694015053805,0,0,0,0.112445377018885,0,0,0,0.098827651259938,0,0.0590486457350761,0.0102989585539107,0,0,0,0,0,0,0,0,0.0407261247040253,0,0,0.0323753055999384,0,0,0,0,0,0,0.17624116888367,0,0,0,0,0,0,0,0,"C",21,"0","11.03.21"
"26",0,0,0,0,0,0,0,0,0,0.00532948834973847,0,0,0,0.00347958330272181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0278630936367319,0,0,0,0,0,0,0,0,0,0,0.0184373869685994,0,0.0299112027959289,0,0.0344082338745098,0,0,0,0.0301710704096764,0,0,0,0.0189879539468781,0,0.0319681210267783,0,0,0.026621014533735,0,0,0,0,0.0351041505350542,0,0,0,0,0,0,0,0,0.0841750841750842,0,0,0.032937118908549,0.0170279355042057,0,0,0,0,0,0,0.0056113786426172,0,0,0,0.0195253073176782,0,0,0,0,0,0.0160016786566941,0,0,0,0,0,0,0,0,0,0,0,0,0.0453270781877344,0.017243757759691,0,0,0,0,0,0,0.0405877976387107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0348178557063492,0,0.0143940230801201,0,0,0,0,0,0,0,0,0,0,0.0556248829494604,0,0,0,0,0,0,0,0,0,0,0,0,0.0234585578105017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158607335102547,0,0,0,0,0,0,0,0,0,0,0,0.100705307130926,0,0,0,0,0,0,0,0,0,0,0,0,0.0175652888750058,0,0,0,0,0.410974024338055,0,0,0,0,0,0,0,0,0,0,0,0,0.022220883243331,0,0,0,0.0354432997936739,0,0,0.0254141717173479,0,0.0840737798510809,0,0,0,0.00925392977090952,0,0,0,0.0569286255540245,0,0,0,0.483129130243358,0,0,0,0,0,0,0,0,0,0.0611305527322481,0,0,0,0,0,0.0199569518286488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017512434445091,0,0,0,"C",22,"0","06.03.21"
"27",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00588500594585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0220103865916265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.099304865938431,0,0,0,0,0,0,0,0,0,0,0,0.00670035719896498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0484758415042933,0.0500123074335301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0339333622025038,0,0.00694346025265755,0,0,0,0,0,0,0,0,0,0,0.0308768193139421,0,0.00879814534768291,0,0,0,0,0,0,0,0.00410543696292065,0,0,3.74376107766327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.177993773475236,0.35583731472628,0.0504971477934226,0,0,0,0,0,0,0,0,0,0.0101707215778011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.473564748593133,0,0,0,0,0,0.118295584823797,0,0,0,0,0,0,0,0,0,0,0.0573135935292632,0,0,0,0,0.0227451587426748,0,0,0,0,0,0,0.00362469384550612,0.0399863550899504,0,0,0,0.390342925128206,0,0,0,0.0174105490363648,0,0,0,0.0155504009513688,0,0.0401161011017526,0,0,0,0,0,0,0,0,0,0.0108180858893195,0,0,0.00842666202968078,0,0,0,0,0,0,0.104953597568052,0,0,0,0.0295069745788093,0,0,0,0,"C",22,"0","11.03.21"
"28",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013948269270977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0793021411578113,0,0,0,0,0,0,0,0,0,0,0,0.0174637913351586,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0192512442765752,0,0,0,0,0,0,0,0.0337032862757809,0.00799999010269689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019324484319579,0,0,0,0,0,0,0,0,0,0,0,0,0.0486294090938895,0,0,0,0,0,0,0,0,0,0,0,0,0.104463065120543,0,0,0.018506967082807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.903499067797763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0416815023116389,0,0,0,0,0.0160563948331129,0,0,0,0,0,0,0,0.0313635638209034,0,0,0,0.348978907609913,0,0,0,0.00425485060639539,0,0,0,0.00419249759681109,0,0.0379690239155958,0,0,0,0,0,0,0,0,0.0059334332136172,0,0,0,0,0,0,0,0,0,0,0.0982158873983825,0,0,0,0,0,0,0,0,"C",23,"0","06.03.21"
